emotion,text,,,
shame,"I wanted my boyfriend to stay when he didn't. He stayed but when á
he left I felt ashamed because I should have let him leave when á
he wanted. I was too selfish.",,,
shame,"I borrowed $ 20.00 from a friend and paid him back much later á
than I had originally intended.",,,
shame,"I felt shame and I couldn't look into my teacher's eyes, after á
not attending his lectures.",,,
shame,NO RESPONSE,,,
shame,"I felt ashamed when in a certain occasion I had to read a text á
and didn't stop stuttering.",,,
shame,"I was working in a job in which I could not work quickly enough, á
and was told that my work was not up to standard.",,,
shame,"Quite recently I realized that I had had some erroneous views á
about life. For instance, I had always lived for other people, á
had forgotten my own person and suppressed my own feelings. I was á
ashamed because I had not been concious of that until I ha",,,
shame,"When I purposely locked my babysitter out of the house at age 4 á
because I DIDN'T LIKE HER.",,,
shame,"When I had not been accepted to a college which I dreamed of á
going to. I felt that I had let myself and my parents down.",,,
shame,Not doing my share of the work for the house job.,,,
shame,[ Do not remember any situation of that kind.],,,
shame,"When I lied to my best friend about a boy she really liked but he á
didn't like her. I told her he did and she bugged him for a long á
time embarrassing herself.",,,
shame,"In the past I experienced this feeling almost all the time - á
wherever I went, in different sutuations. I was small and I had á
to be taken to kindergarten, but me the fool didn't dare to tell á
exactly where, finally as a result I was late.",,,
shame,"I was angry about 3 months ago and I kicked backwards against the á
wall. It caved in and so I had to show it to my parents. I had á
been angry after my mother said something to me about not being á
able to find clothes in my size - something that I'm sen",,,
shame,"When I get an exam back with a grade that I did not desire. Then á
I get mad at myself and say that I could have done better.",,,
shame,My grand father caught me eating his private jelly bean supply.,,,
shame,"In my 20s - and was going out to dinner to celebrate a friend's á
birthday. Her (older - in 30s) cousin, really wanted me to get á
drunk cos I'd visited their (cousin & wife) place quite a bit, á
but had always been very careful - brought up to believe in",,,
shame,After an event in which I felt that I had acted unfairly.,,,
shame,"When I sat in the wrong discussion section in the beginning of á
the semester. I insisted on being in the right section and the á
TA's list should have included my name. When I found out that I á
was in the wrong, I apologized, turned red and left.",,,
shame,"A daughter in court for staff pilfering, she was dressed like a á
""street walker"" - I had a friend form overseas with me and was á
falsely trying to impress with my family.",,,
shame,"When given responsibility to grade papers in elementary school, I á
cheated a little and graded my own higher.",,,
shame,[ No response.],,,
shame,"After failing a second attempt at Med 4, following a number of á
difficult personal circumstances.",,,
shame,"I took my math midterm and got it back the following Wednesday in á
class. It was a totally low grade.",,,
shame,"When I blamed my failure to the bias and favouritism in the        á
marking system, in fact I had not worked hard enough.",,,
shame,The day after the night I drank too much at a party.,,,
shame,"I am ashamed when I am not prepared in a subject and I have to á
answer in the presence of the patients.",,,
shame,"I made an unkind remark about the ethnicity of some friends á
without realizing it.",,,
shame,When I failed some tests my first year at CAL.,,,
shame,[ No response.],,,
shame,"Adultery with the girlfriend of a friend of mine, of which he á
learned.",,,
shame,"A month ago I turned in an English paper in late after I had á
already had a previous paper late and promised not to do it á
again.",,,
shame,Falling over.,,,
shame,"I slipped on butter one evening in the Dining Commons landed on á
my rear causing my tray also to land on the floor.",,,
shame,When harassed by this boy - it was sexual (refer to GUILT).,,,
shame,[ No response.],,,
shame,"My son was apprehended for shoplifting at the age of 14. Because á
I too had been apprehended at the same age I felt the shame of á
not having been able to prevent my son from acting in the same á
way.",,,
shame,My boat didn't win a race which we were favored to win.,,,
shame,"When I was 10, I got busted for stealing a candy-bar.",,,
shame,When I do something unworthy.,,,
shame,Lying to my grandparents about visiting my boyfriend in Chico.,,,
shame,[ No response.],,,
shame,"I was caught stealing food at my aunt's place.  I had tried to á
hide the food I had taken from the pantry while my aunt was in á
the kitchen, however she went to the pantry and discovered the á
stolen package.",,,
shame,"Recently I saw a young girl fawning on a man. And what for - á
money and things. I was ashamed to be a woman.",,,
shame,"Recently, some friends and I had too much to drink while on a á
foot-ball road trip to USC. We trashed our hotel room and I felt á
ashamed when the maid walked in the next morning.",,,
shame,"Having finally to admit I was wrong, after having denied it for a á
long time.",,,
shame,"My cousin and I were at the farm and at night we drunk like fools á
and made a lot of noise.  We had drunk two much of wine.",,,
shame,"I am ashamed of the way my father behaves with my mother and á
sister, and with me too.",,,
shame,"When my father found me in bed with a girl, we were deep in actioon á
when he entered the room.",,,
shame,Forgot to do some shopping that I had promised to do.,,,
shame,"As a kid my mother caught me stealing sugar and giving it to a á
neighbour.",,,
shame,"I was embarassed at the exam in microbiology. I was ashamed with á
myself - how little I knew and how good was the examinor. I á
rarely become ashamed.",,,
shame,"When my darling found me walking hand in hand with another girl á
whom I loved also. ",,,
shame,"When I almost did something awful with a friend of mine and á
myself.",,,
shame,"Talking about a person's unattractiveness, not realizing that the á
person was listening.",,,
shame,"I was ashamed of the way I deceived that I could not help a á
friend, although it was absolutely possible for me. Nothing was á
revealed but I haven't called up this person since then.",,,
shame,"I felt ashamed when a friend, I had always respected, insulted me á
in public.  He was drunk.",,,
shame,"In a restaurant, I made the acquaintance of a boy who always told á
the same things in a very loud voice. I laughed and said to him á
that he always repeated the same things. Some time later I heard á
that he had undergone a complicated brain operation.",,,
shame,My love proposal was turned down by a lady I really loved.,,,
shame,"When I bribed the person who caught me doing something I was not á
supposed to have done.  I was very ashamed of what I had done.",,,
shame,Was caught stealing apples in a neighbor's garden.,,,
shame,"I didn't tell my parents that I was going to Sofia. I told them á
that I was going to a seminar. My mother knew that I was lying but á
she didn't stop me.",,,
shame,When my friend had a child out of wedlock.,,,
shame,"We were at a party, this guy I liked and me.  I really loved him á
and gathered enough courage to ask him to kiss me.  He did not do á
it but instead asked me what I would like for my birthday.  I á
told him that I would like a kiss more than anything els",,,
shame,"I was ashamed when my friend and I were cross with each other á
till we apologized to each other.",,,
shame,"I am ashamed when I am not ready for my seminar in internal á
diseases, simply because the assistant professor is a person who á
deserves high respect.",,,
shame,"When a woman who I respected very much was made pregnant, á
unexpectedly by a man of a caliber I never expected.",,,
shame,"I played in a stage play. Suddenly, in front of 200 people, I á
could not remember the words I had to say.",,,
shame,When I swindled money out of someone.,,,
shame,When unjustified hurting other people.,,,
shame,Getting very low marks in mathematics.,,,
shame,"When I ate my sister's food and then she found out that it was á
me.  I felt very ashamed but still refused to admit that it was á
me.",,,
shame,"I do not have accomodation on the campus so I stay with my á
extended family, one young man used bad words while asking me to á
leave their home.",,,
shame,"A friend of mine has not very much money. Therefore, once I á
stayed with him and his girlfriend, I bought some meat, but nobody á
wanted to go and prepare it for dinner. My friend said ""I thought á
you wanted to invite us for dinner"". ""Of course"", I said",,,
shame,I lost my driver's licence because of speeding.,,,
shame,"I experienced long ago when I was sightseeing Bulgarians in a á
foreign language.",,,
shame,I felt very ashamed at having got a book by force from a girl.,,,
shame,When I proposed love to a girl and she turned me down.,,,
shame,Once I was not ready for a seminar and I was asked to leave.,,,
shame,When my dad caught me with a honey (girlfriend) in my bedroom.,,,
shame,"At an exam in pharmacology I tried to prompt a coleague (she á
asked me something) and the assistant professor made me a sharp á
remark.",,,
shame,"I was totally unprepared for a seminar conducted by an assistant á
professor whom I highly respect.",,,
shame,"I was double crossing my fiancee and one day she caught me red á
handed.  She forgave me later.  I was very ashamed of what I had á
done.",,,
shame,"I felt ashamed of myself the first time I drank as nobody in the á
family drinks.  I felt that I had let down my parents and my á
friends.",,,
shame,"When I had to go to the gynecologist and to sit on that special á
chair, I felt ashamed.",,,
shame,"I was very drunk at a certain wedding party and I got involved in á
a fight.",,,
shame,I felt shame when I discontinued my education for eight months. ,,,
shame,"I insulted the girl to whom I had proposed when she turned me á
down.",,,
shame,"When I was leaving home I decided to leave without saying á
good-bye to my young brother.  My brother saw me and said,        á
"" Will you not say good-bye to me?""  He is only 31/2 years old. ",,,
shame,"We got into a fight with some chaps in front of our family house. á
The value of the property destroyed was approximately 15 000 FIM. á
I felt ashamed when my parents came to know about this.",,,
shame,I scolded my sister without waiting for her explanation.,,,
shame,"Some time ago I promised to meet an acquaintance of mine and to á
carry him some promised papers. I haven't done it until this day. á
Now I feel quite awkward when I meet him.",,,
shame,"A patient, to whom I had given a powerful medicine, shouted at me á
in front of many people.  I realized that he did so because he á
was very ill.",,,
shame,I feel ashamed when I act dishonestly toward somebody.,,,
shame,"When I walked out of my room with only my pants on and found my á
girlfriend and her female friend looking for me outside.",,,
shame,"At the funeral of my uncle, I was one of the bearers.  I was not á
familiar with the etiquette and acted tactlessly because of my á
ignorance.",,,
shame,"When someone I know was caught in an ""adultery"" situation.",,,
shame,"When I talked to a psychotherapist for the first time, I started á
to cry; first I talked to him but he did not say anything and á
after a while I was crying.",,,
shame,"I had gone to aa bookshop to buy some books.  Somehow, I got very á
cross with the security guard checking through what I had bought. á
 I lost my temper and screamed at him.  Later I felt very ashamed á
at myself as a lot of people I know were there.",,,
shame,"I was taking place in an anti nuclear protest and was shouting á
protest loudly to some American sailors of the U.S. Texas á
submarine. A guy came up to me and said that's your brother á
screaming at, I felt shame and I realized screaming at another á
per",,,
shame,"I tried to swindle a jeweller because my watch was broken and I á
wanted to have it repaired it was a pity but they detected it.",,,
shame,"I was at a children's camp abroad. The people (the leaders, my á
coevals) were very king to us. One night we smeared our foreign á
friends with tooth-paste while they were sleeping and then we á
roused the whole camp by our shouts. Later I was so sorry. I",,,
shame,"I was nailed. I lied in connection with a book which I took from á
the library, because I had to keep it for a longer time.",,,
shame,When I got very low marks in one of the assignments.,,,
shame,Fighting with my father while drunk.,,,
shame,"We were at a football match and when we were leaving the stadium á
(the stadium was packed with people) and I lost my shoe in the á
crowd. Our attempts to find it didn't give any result and I had á
to go home without one shoe. In other words to cross the ",,,
shame,When I failed the grade seven exams.,,,
shame,"I was ashamed at being the only one to have got a C+ in ED120 á
assignment.",,,
shame,"A friend started to insult another person without reason and I á
felt ashamed of her behavior.",,,
shame,"On a social occasion, I noticed that I reacted on the basis of my á
autonomous nerve system (I could not help it).",,,
shame,"When I confessed to my girl-friend (now my wife) that I had á
betrayed her with another woman.",,,
shame,"Getting drunk and creating a lot of trouble at a place I respect á
- my friend's home.",,,
shame,When I wet my bed at boarding school.,,,
shame,"When a soppy poem that I had written to a boy was found and every á
one read it and started teasing me about it.",,,
shame,"I was examined by a teacher I greatly respected. I was well á
prepared on the subjects but he put some side-issues to me and I á
couldn't answer.",,,
shame,"When I failed my grade 7 exam at the first attempt in 1975.  My á
father and the entire family thought that I was finished in life. á
 I really felt like hiding.",,,
shame,"A conflict with a pupil and there were probatory teachers á
present.",,,
shame,"After a jogging session I had severe abdominal cramps and this á
lead to my wanting to empty my bladder.  My friends gathered á
around me and two of them had to help me to the toilet.  I was á
ashamed at having to go to the toilet in the presence of my á
",,,
shame,"I feel shame when I have made a promise, I can't keep it and this á
has negative effects which are caused by my behavior.",,,
shame,"I forgot that the course instructor had directed us to go for á
special classes after the usual class hours.  I missed this the á
first day and when he asked me about it the next day I said that á
I had forgotten.",,,
shame,When I got 1 mark in an Abnormal Psychology exam.,,,
shame,"Every time I was around this one person I would stick my foot in á
my mouth by being nasty. One time I accidently said something á
fairly cruel that was totally inappropriate.",,,
shame,I felt this feeling during the exam in higher mathematics.,,,
shame,I was misbehaving in the agency.,,,
shame,[ Never felt the emotion.],,,
shame,Doesn't apply.,,,
shame,When I try to lie.,,,
shame,[ When I acted against my mind or conscious.],,,
shame,"Was accused of having hidden intentions in a situation when I á
believed I was acting honestly and fairly.",,,
shame,"During a class I was asked a question which I did not hear very á
clearly, so I gave an answer which was not related to the á
question and everyone started laughing at me.",,,
shame,"I had not punched a ticket in the bus because I had a card. But á
when the ticket-collector came it turned out that I had forgotten á
it. The shame I felt was great though it was not done on purpose.",,,
shame,Can't remember that feeling.,,,
shame,When I promise to do something but I don't fulfill it.,,,
shame,"A friend of mine had said something about not liking to come to á
my place just before coming to my place.   In the meanwhile I got á
to learn about this from another friend of mine and when she á
arrived at my place I really treated her badly.  I was lat",,,
shame,"When I just took a shower with a girl down the hall. I felt that á
I had let my devotion to God go out the window. Although nothig á
happened I felt ashamed.",,,
shame,"I counterfeited a mark in the school register during the lesson á
in gymnastics. I felt this feeling two days later when I stood á
face to face with my teacher, whom I highly appreciated and á
respected.",,,
shame,"My third grade teacher caught me cheating on a spelling test. I á
couldn't spell Australia and she said in a loud voice something á
like ""We don't have cheaters in my class"".",,,
shame,Forgetting an important appointment.,,,
shame,"For a medical check-up, we - boys and girls - had to take off our á
clothes with the exception of our underwear. Then we had to go á
into another classroom where older pupils were sitting and á
staring at us.",,,
shame,"I had a misunderstanding with my father and after some time I á
found that I had been wrong.",,,
shame,Some men were talking about me and my sister.,,,
shame,"When taking part in the mobbing of one of my best friends in á
primary school.",,,
shame,"When I did not do well in the PG310 test I, I got only 4 marks á
above the pass marks despite my effort.  I felt bad because quite á
a number of friends did better.",,,
shame,"When the brother-in-law of a girlfriend of mine found us in a á
bedroom with clothes and panties spread all over the place.",,,
shame,"When I made acquaintance with the parents of my boyfriend for the á
first time. They spoke Limburgian (a dutch dialect) and one of my á
first remarks was that I disliked Limburgian dialect.",,,
shame,When I did not inform my friends of my forthcoming birthday.,,,
shame,"Taking part in the mobbing of some girls in my class in primary á
school.",,,
shame,"When I blurted out an answer in class without having been asked á
to do so.  The teacher told me that it was bad manners to do so.",,,
shame,"I talked with a man who stammered and without controlling myself, á
I started to talk imitating him.",,,
shame,"I had to prepare a report but I couldn't write it. I read from a á
book off-hand, I was quite uneasy and I felt I didn't manage.",,,
shame,"I was about to share lunch with my aunt's husband when she told á
me that I would have to wait and eat with my cousins.",,,
shame,"I feel shame when sometimes, (unconsciously) I behave unethically á
and without understanding the problems of the man I love.",,,
shame,"My father died after two very painful weeks in bed. I felt á
relieved, and was ashamed of that.",,,
shame,"When my first sexual intercourse turned out to be a flop.  I was á
in a panic and ended up without an erection.",,,
shame,"I took the tram without paying. There were many people around me á
when I was caught by a controller. I felt ashamed but also angry.",,,
shame,"I was saying bad things about a man I had never seen.  I was á
with a friend and did not know that she was related to this man.  á
My friend did not tell me about it and I discovered this myself.",,,
shame,"When I failed one of the tests because I had not worked hard á
enough.",,,
shame,When I bought new clothes and put them on.,,,
shame,"It was in a group situation: suddenly it was my turn to say something, 
but I felt that I was not able to express myself very well - I felt á
ashamed and blushed.",,,
shame,Being caught in changing the truth (lying).,,,
shame,"When I got really drunk on Norvegian Indipendence Day, and was á
not allowed to participate in football (soccer) games for two á
weeks. That was very unpleasant.",,,
shame,"I insulted two of my friends because I thought that had been á
gossiping about me right under my nose, however I later found out á
that they were not doing so.",,,
shame,"I feel this feeling at one and the same degree when I am not á
prepared to overcome certain obstacle in my life.",,,
shame,When my mum learnt that I had beaten up someone in a fight.,,,
shame,"About a dozen girls laughed at me and I was sure that there was á
nothing wrong with me.",,,
shame,"My father was a member of the public Alcohol and Drugs Board, á
when I was picked up by the police for being drunk in a public á
place.",,,
shame,At a weakness on my part.,,,
shame,"When I realized that I was pregnant.  I thought about what my á
relatives and friends would think about me and I felt a lot of á
self pity.",,,
shame,"I took a girl out once and discovered that she was going around á
with one of my close friends.",,,
shame,When I failed grade 7.,,,
shame,"When I was taken to the place where my uncle had defecated in his á
pants after having drunk beer.",,,
shame,"At a private party I literally fell into the food. The party was á
completely ruined for the host, carpets had to be cleaned, etc.",,,
shame,I thought I had taken a decision but I hesitated.,,,
shame,"When I told a girl that I could not take her out that night as I á
was entertaining my mother who had come from home.  However, I á
later met this girl with another girlfriend at a hostel where I á
had taken out another girlfriend of mine.",,,
shame,"A few years back I had proposed love to a girl who later turned out á
to be related to me.  Though we were in love with each other, we á
both felt ashamed and withdrew from each other.",,,
shame,"I was running in front of a crowd when I slipped and fell on a á
wet lawn.",,,
shame,"I was to take part in a cocktail party on the occasion of our á
national holiday as a servant.",,,
shame,"The day I learnt that my girlfriend had been going around with  a á
close friend of mine.",,,
shame,"My P.T. instructor also works as a masseur. He wanted to massage á
me, therefore I had to undress. For the first few times this was á
not easy for me; I got gradually used to it.",,,
shame,"On a road trip with a group of sorority and fraternity people, I á
became intoxicated and basically raped. I don't remember the á
actual event, but I know the feeling that I experienced later.",,,
shame,"I woke up at the house of someone I knew, not remembering very á
much about what had been said or done during the party on the á
previous night.",,,
shame,"I had a feeling of shame when I found myself unable to answer á
some questions from my tutor simply because of a lack of á
preparation.",,,
shame,I didn't offer my seat to a pregnant woman in the bus.,,,
shame,"When I was in grade one, one day I felt like going to the toilet á
during class but I was very scared of the teacher so I urinated á
in the class.",,,
shame,When money was stolen from my pocket.,,,
shame,"When my younger sister, who was then 16 years old, was pregnant.",,,
shame,Participating in a theft several years ago.,,,
shame,When I failed one of the first year's courses.,,,
shame,I took an exam which I failed terribly as I had not studied.,,,
shame,"When I lied to my wife and told her that I was going to the á
Copperbelt on a buisness trip, she later found me in a hotel with á
a girlfriend.",,,
shame,When I don't succeed to fulfill a promise.,,,
shame,"When I told a lie to a friend of my sister on April fool's day.  á
She later came to see me and told me that it was a very foolish á
thing to do.",,,
shame,"Telling friends about how my parents had been treating my á
brothers and sisters unfairly.",,,
shame,"I tried to pass an examination particularly well, but I did it á
worse than ever. I felt ashamed.",,,
shame,When I failed the grade 7.,,,
shame,"Some days ago I had a car accident. It was quite slight but á
through my fault. I felt strong shame because I had the spirits á
of a good driver.",,,
love,i am ever feeling nostalgic about the fireplace i will know that it is still on the property,,,
love,i feel romantic too,,,
love,i can t let go of that sad feeling that i want to be accepted here in this first home of mine,,,
love,i ate i could feel a gentle tingle throughout almost as if i was feeling the healing taking place at a cellular level,,,
love,i suppose my own truth needs to be shared i havent been feeling very faithful lately ive dwelled more in doubt and uncertainty than i have in faith,,,
love,i was ready to meet mom in the airport and feel her ever supportive arms around me,,,
love,i talk to dogs as i feel they cannot understand words but they can read emotions and know how to be supportive i decided i should go home,,,
love,i wont let me child cry it out because i feel that loving her and lily when she was little was going to be opportunities that only lasted for those short few months,,,
love,i feel like some of you have pains and you cannot imagine becoming passionate about the group or the idea that is causing pain,,,
love,i am very excited to finally meet that companion that companion who will be with me at all times especially when i am lonely very lonely that companion who will never disappoint me that companion who will put his arms around me and make me feel loved,,,
love,i am feeling horny so i ask her that lets go home,,,
love,i called it god because i d seen god in a book and figured god was the right name for feeling so utterly affirmed and accepted without question,,,
love,i seriously feel so blessed for the support that i have at home it s amazing,,,
love,i know gosman s is a touristy place to go if you are in the montauk area but infrequent visitors to this area want to head there for the harbor feel the gentle cawing of the seagulls lapping water against the wood pilings and relaxing breeze coming in off the water,,,
love,i have the satisfaction of feeling that i m no longer supporting or contributing to the looter driven consumerism that has made a walking corpse out of the america i so revered when i was younger,,,
love,i can t say i feel all that sympathetic,,,
love,i tried to fill it by befriending people that i knew were only using me but i didnt care because i needed to feel accepted even if it was by some complete loser,,,
love,i started the third block feeling hot and cold and tingly all at the same time knowing that i still had five hours of examination ahead of me having no idea if any of it would do any good,,,
love,i feel not too terribly fond of the majority at this precise time,,,
love,i feel like i love everyone or at least i am compassionate toward others,,,
love,i feel like it just doesnt capture the beauty of this lovely polish,,,
love,i also wear them when im wearing a dress that makes me feel slutty feels like those antique underwears but obviously a little bit more edgy or maybe a little bit more than a little bit,,,
love,i feel supportive of him i also cant help but feel jealous,,,
love,i feel loyal to style,,,
love,i feel kerry didnt do by supporting civil unions and gay equality,,,
love,i will feel what i feel and tell you and together we will apologize and make up and keep loving each other to bits and bits,,,
love,i suspect feel less than fond in private,,,
love,i know about have to do largely with the fact that any feelings romantic or sexual i have successfully hidden from myself,,,
love,i recall those high school feelings and the longing with which i watched the olympic runners i feel st,,,
love,i took away all the disappointed feeling all the paining i gave my heart to be heal by lord because he s the only one love who never betrayed never lose loyalty even i didn t loyal to him,,,
love,i feel tender just now and i am fine with that,,,
love,i want to love you but i feel like there some sort of hindrance thats keeping me from loving you,,,
love,i feel is that they are fond of themselves and ok second thought really sensitive to spelled everything here,,,
love,i love and feel passionate about i m living my dream and now that i ve gotten a taste of what that feels like nothing can stop me,,,
love,i begin to feel that every waking moment is devoted to work,,,
love,i feel such a longing and sadness when i see families with more children than i have,,,
love,i feel distinctly called in clermont to focus on these little ones that seem naughty,,,
love,i feel when you are a caring person you attract other caring people into your life,,,
love,i feel like shes losing her sense of self to adapt to what she thinks he will be loyal to,,,
love,i feel blessed amazed and yes very excited,,,
love,i feel quite passionate about as communion is of tremendous importance to me personally and theologically,,,
love,i learnt so much about the wonderful world of beaubronz and feel this lovely tanning brand fits perfectly with my latest mantra stolen from my boudoir lashes mother asma docrat,,,
love,i had to have a blood test yesterday so perhaps im feeling particularly fond of it right now because of the doctors needle that was inside of me and the time spent with the dizzy head of a non meat eating nineteen year old female,,,
love,im feeling like life is fairly sweet,,,
love,i feel like each year i teach i get more passionate about my job find more love for my kids and want to try even harder,,,
love,im not one of those people who can bury all their feelings and anger just in a second giving out a sweet smile even when in pain and anger,,,
love,i have a few favourites of my own but the choice of book is up to you or you can have a dvd if you are us or uk im feeling generous so the limit is up to which is about something like that,,,
love,i feel as if i must blog constantly for all my loyal fans the baker thia sandwich the scruncher and of course mini t rex,,,
love,i just think about all the day i chatted with my mom amp also feeling horny and masturbate myself,,,
love,i had been indifferent to tell the feelings and words i had treasured ever since the feeling start to bloom are one of the moments i want to keep,,,
love,i did feel that loving kindness allow us to think and feel how our conscious and how we interact with various things in the body and mind,,,
love,i feel completely blessed to be a part of this group,,,
love,im the type who doesnt use a moisturizer as my skin is too oily so this product is designed to contain a ton of moisturizing ingredients that will make my skin feel lovely without oils,,,
love,i feel as if the leaders of countries do not depict the people of their countries because for the love of god i hope no one thought at all i was in any way supportive or like george w,,,
love,i was feeling really horny all afternoon with no one to fulfill ma sexual desire and only had my bed and creative thoughts to help me out and not forgetting my handss which aahhh work like magic,,,
love,i feel like they take time to care for their flowers and are wonderfully loyal to their hive,,,
love,i love the discussions in the class and feel passionate about feminist issues but when i go to write it down it feels as though i am faking it,,,
love,i often tell him that i want attention from him especially when i feel horny and want to have good sex for hours,,,
love,i feel like this leads me to be not as gentle and kind as i should be,,,
love,i learned about different things like how family plan the arrangements and even how real the pain can feel when a loved one passes on,,,
love,i feel tender and disoriented,,,
love,im more comfortable in a relationship because i wont feel as slutty being with one person having the same amount as i would if i were single or not,,,
love,i think we all feel very passionate about our favorite workout gear and i love seeing what other people love need have to have can t live without so i am hoping you will share your favorites in the comments,,,
love,i feel for my beloved that is reciprocated,,,
love,i cant help but feel a longing to be outside more to feel the rain on my skin and sticky tree droppings on my feet,,,
love,i must say that i feel that i accepted something of a poisoned chalice,,,
love,im feeling generous ill give you a story as well,,,
love,i thought having a well respected and recognized mother of autistic boys would be the perfect guest blogger with a message i feel passionate about,,,
love,is that you feel it more than hear it and the vibrations are so gentle that it doesnt bother me,,,
love,i am pretty certain we will use this name as a middle name if its a girl as it has such a special feeling to it and the connection with his her poppy is so lovely to me,,,
love,i began feeling amorous towards everyone on stage towards the people around me as i experienced the moment with them,,,
love,i write on this space i feel quite nostalgic and my mind races back to the good old days when i used this as a daily haven to park my learnings and memories,,,
love,i want someone i know to know all my thoughts and feelings or do i want to keep all my loyal and faithful readers,,,
love,i feel like maybe he is going to stop loving me or maybe its true and im a terrible wife,,,
love,i feel more loyal to lucy,,,
love,im known to feel affectionate toward those who adore leonard cohen is what makes me like him quite a lot,,,
love,i dont need to wear a mask because at this moment i can show all my feelings to my beloved without missgivings,,,
love,i feel a bit nostalgic as i wonder where my passion for writing a blog times a week has gone,,,
love,i also have to attire my regular moisturizer and an oil based primer below it yet with all those points along my skin color feels and looks tender and great all time of day something thats normally not attainable to me,,,
love,i feel a hint of my beloved art nouveau era in this bracelet,,,
love,i laced my shoes and pounded out those feelings on the hot black pavement before me,,,
love,i took to be his son joined elihu and me at christmastime inside a fine home with lovely mill work darkly lit and with a large stately christmas tree in the living room the feeling was gentle it was one of long lost friends meeting for the first time as adults as people,,,
love,i didn t think the writing really expressed the intensity of emotion one would feel at losing a beloved spouse,,,
love,i feel that will make you even more caring,,,
love,i feel we need a little romantic boost in the relationship,,,
love,i feel like i was there to feed them food touch love caring and compassion,,,
love,i feel the most romantic of all is when i finally finish my blog post,,,
love,i am feeling a bit nostalgic today,,,
love,i make new friends in the process i dont feel too slutty lol,,,
love,i really love eating fresh figs because they feel so delicate and look so much prettier than the ugly dried figs,,,
love,i will put my hand on his scar covered chest and feel that half of a heart beating oh its in there beating and feel the sweet rhythm and remind him that we are not alone,,,
love,i do feel tender,,,
love,i feel the loving presence of my parents daily even though they have both been physically dead for almost two decades now,,,
love,i like him for who he is or i just like the feeling to be liked,,,
love,i had written a prayer in my journal that morning after meditating on the greatness of our lord in psalm and had written in closing may we feel your tender care today,,,
love,i have no idea how i feel beyond wanting to be with my beloved,,,
love,i feel for this little pound lovely is truly a gift,,,
love,i feel nostalgic to travel away from my country my family and my friends not because i dont like them,,,
love,i need to get in touch with what i want and how i want to feel did i mention how much i hate people caring for me,,,
love,i could genuinely feel loving toward someone without them ever knowing it if i dont act like it,,,
love,i want something that gives me a major orgasm that will make me feel so horny ill screw anything that moves,,,
love,i cherish that feeling of babies asleep on my chest their amazingly sweet breath and the feeling they give me of i am needed,,,
love,i honestly don t think it s possible for me to feel romantic love at this point,,,
love,i feel the time at hand my beloved signals his agreement,,,
love,i don t even feel particularly loyal to shell,,,
love,i could feel the delicate pressure of her fingers searching to feel my arm beneath the course fabric,,,
love,i feel at ease after sweet communing teach me it is far too little i know and do,,,
love,i did develop unknown feelings for him i think thats the reason why i feel like ive been settling for all the other guys who liked me,,,
love,i wasnt feeling that hot prior to vineman but with a little racin and a lot of self talk im now in a better spot mentally and physically,,,
love,i couldn t help but feel sympathetic for netflix as an army of the misinformed denounced netflix for the recent price hike,,,
love,i feel pity for gatsby because the longing he feels for the past is so evident,,,
love,i feel more of a sense of longing than of loss,,,
love,i think people born in the s and s hold the key to opening many doors for us we just need to make them feel treasured enough to share it,,,
love,i feel i need to put my beloved uggs to one side and get back on the ballet pump bandwagon,,,
love,i feel really bless to have a very supportive family who appreciate everything that i do,,,
love,i feel lighter and more compassionate after i have these little talks with myself,,,
love,i feel in love with the weight watchers program and was faithful to count my points,,,
love,i am feeling a bit nostalgic so decided to take a tour through my memory lane,,,
love,i feel a tender compassion glancing at her huge and heavy rucksack,,,
love,i feel romantic and passionate toward my partner,,,
love,i started feeling very gentle contractions about minutes apart,,,
love,i feel like a post might be devoted to dealing with emotions caused by situations vs,,,
love,i feel accepted and appreciated by my teammates and peers,,,
love,i feel naughty just being this girls friend,,,
love,i didn t feel too hot from the swim,,,
love,i chose to live my life as a normal person who has feelings wants and desires i have talked up for myself been faithful to myself and i have been determined to be treated with dignity and respect,,,
love,i am not normally the kind of person who gets emotional upon meeting a public figure but as strange as it sounds seeing you yesterday for the first time ever the feeling came over me was the feeling one might feel upon seeing a beloved favorite loving aunt lol,,,
love,i feel lovely,,,
love,im feeling hot already after tackling the front hedge,,,
love,i feel like telling these horny devils to find a site more suited to that sort of interest the playboy if there is one forum perhaps,,,
love,i feel very nostalgic because i have enjoyed this essence,,,
love,i feel like im so fucking loyal i would never do that to my boyfriend so why am i settling for someone who doesnt have the same values,,,
love,i cant feel them loving me back,,,
love,im starting to dislike the feeling of not caring about whats going to happen tomorrow,,,
love,i know you do not have time to read a long email but i truly feel blessed to be a part of your remarkable journey,,,
love,i feel on the verge of tears from weariness i look at your sweet face and cant help but tenderly kiss your cheeks,,,
love,i hope you can feel the presence of loved ones right by your side cheering you on and wanting the best for you cos youre not on your own you never are d,,,
love,i feel there is really no point in me loving him after getting to know his true color,,,
love,i definitely feel like hot stuff strutting down the road in it a href http,,,
love,i feel some control over caring for the little ones finances future decisions family tensions tough friendships you name it,,,
love,i am feeling a little less delicate i will attempt to clean up this hovel,,,
love,i feel my heart is in your hands your love is all that i demand so give me a chance to show you sweet romance a href http creativecommons,,,
love,i do not believe there is any child that deep in the depths of their soul does not feel a longing for their mother,,,
